trajectory_id,trial_id,action,latent_reward
traj_000281,106,2,0.71
traj_000281,106,3,0.8
traj_000281,107,0,0.56
traj_000281,107,1,0.28
traj_000281,107,2,0.63
traj_000281,107,3,0.88
traj_000281,108,0,0.64
traj_000281,108,1,0.29
traj_000281,108,2,0.55
traj_000281,108,3,0.79
traj_000281,109,0,0.56
traj_000281,109,1,0.34
traj_000281,109,2,0.51
traj_000281,109,3,0.84
traj_000281,110,0,0.57
traj_000281,110,1,0.4
traj_000281,110,2,0.56
traj_000281,110,3,0.73
traj_000281,111,0,0.64
traj_000281,111,1,0.29
traj_000281,111,2,0.49
traj_000281,111,3,0.74
traj_000281,112,0,0.63
traj_000281,112,1,0.31
traj_000281,112,2,0.54
traj_000281,112,3,0.75
traj_000281,113,0,0.59
traj_000281,113,1,0.38
traj_000281,113,2,0.46
traj_000281,113,3,0.68
traj_000281,114,0,0.61
traj_000281,114,1,0.34
traj_000281,114,2,0.52
traj_000281,114,3,0.6
traj_000281,115,0,0.62
traj_000281,115,1,0.35
traj_000281,115,2,0.48
traj_000281,115,3,0.65
traj_000281,116,0,0.66
traj_000281,116,1,0.31
traj_000281,116,2,0.41
traj_000281,116,3,0.68
traj_000281,117,0,0.7
traj_000281,117,1,0.23
traj_000281,117,2,0.44
traj_000281,117,3,0.7
traj_000281,118,0,0.69
traj_000281,118,1,0.21
traj_000281,118,2,0.51
traj_000281,118,3,0.62
traj_000281,119,0,0.66
traj_000281,119,1,0.27
traj_000281,119,2,0.46
traj_000281,119,3,0.58
traj_000427,0,0,0.96
traj_000427,0,1,0.21
traj_000427,0,2,0.51
traj_000427,0,3,0.52
traj_000427,1,0,0.87
traj_000427,1,1,0.2
traj_000427,1,2,0.58
traj_000427,1,3,0.53
traj_000427,2,0,0.84
traj_000427,2,1,0.14
traj_000427,2,2,0.47
traj_000427,2,3,0.47
traj_000427,3,0,0.84
traj_000427,3,1,0.31
traj_000427,3,2,0.49
traj_000427,3,3,0.46
traj_000427,4,0,0.86
traj_000427,4,1,0.15
traj_000427,4,2,0.52
traj_000427,4,3,0.4
traj_000427,5,0,0.79
traj_000427,5,1,0.17
traj_000427,5,2,0.44
traj_000427,5,3,0.43
traj_000427,6,0,0.8
traj_000427,6,1,0.21
traj_000427,6,2,0.44
traj_000427,6,3,0.39
traj_000427,7,0,0.75
traj_000427,7,1,0.16
traj_000427,7,2,0.51
traj_000427,7,3,0.46
traj_000427,8,0,0.72
traj_000427,8,1,0.32
traj_000427,8,2,0.48
traj_000427,8,3,0.45
traj_000427,9,0,0.66
traj_000427,9,1,0.33
traj_000427,9,2,0.51
traj_000427,9,3,0.5
traj_000427,10,0,0.7
traj_000427,10,1,0.31
traj_000427,10,2,0.48
traj_000427,10,3,0.44
traj_000427,11,0,0.6
traj_000427,11,1,0.26
traj_000427,11,2,0.47
traj_000427,11,3,0.51
traj_000427,12,0,0.67
traj_000427,12,1,0.31
traj_000427,12,2,0.47
traj_000427,12,3,0.56
traj_000427,13,0,0.69
traj_000427,13,1,0.34
traj_000427,13,2,0.49
traj_000427,13,3,0.41
traj_000427,14,0,0.64
traj_000427,14,1,0.29
traj_000427,14,2,0.46
traj_000427,14,3,0.47
traj_000427,15,0,0.69
traj_000427,15,1,0.39
traj_000427,15,2,0.34
traj_000427,15,3,0.36
traj_000427,16,0,0.67
traj_000427,16,1,0.44
traj_000427,16,2,0.38
traj_000427,16,3,0.38
traj_000427,17,0,0.62
traj_000427,17,1,0.41
traj_000427,17,2,0.4
traj_000427,17,3,0.38
traj_000427,18,0,0.65
traj_000427,18,1,0.39
traj_000427,18,2,0.42
traj_000427,18,3,0.35
traj_000427,19,0,0.57
traj_000427,19,1,0.41
traj_000427,19,2,0.38
traj_000427,19,3,0.34
traj_000427,20,0,0.64
traj_000427,20,1,0.49
traj_000427,20,2,0.39
traj_000427,20,3,0.45
traj_000427,21,0,0.64
traj_000427,21,1,0.48
traj_000427,21,2,0.26
traj_000427,21,3,0.48
traj_000427,22,0,0.56
traj_000427,22,1,0.42
traj_000427,22,2,0.45
traj_000427,22,3,0.42
traj_000427,23,0,0.57
traj_000427,23,1,0.37
traj_000427,23,2,0.43
traj_000427,23,3,0.43
traj_000427,24,0,0.56
traj_000427,24,1,0.27
traj_000427,24,2,0.4
traj_000427,24,3,0.48
traj_000427,25,0,0.54
traj_000427,25,1,0.38
traj_000427,25,2,0.4
traj_000427,25,3,0.51
traj_000427,26,0,0.5
traj_000427,26,1,0.35
traj_000427,26,2,0.33
traj_000427,26,3,0.45
traj_000427,27,0,0.52
traj_000427,27,1,0.37
traj_000427,27,2,0.32
traj_000427,27,3,0.51
traj_000427,28,0,0.48
traj_000427,28,1,0.4
traj_000427,28,2,0.29
traj_000427,28,3,0.47
traj_000427,29,0,0.48
traj_000427,29,1,0.36
traj_000427,29,2,0.36
traj_000427,29,3,0.39
traj_000427,30,0,0.5
traj_000427,30,1,0.36
traj_000427,30,2,0.29
traj_000427,30,3,0.42
traj_000427,31,0,0.41
traj_000427,31,1,0.39
traj_000427,31,2,0.3
traj_000427,31,3,0.37
traj_000427,32,0,0.44
traj_000427,32,1,0.31
traj_000427,32,2,0.32
traj_000427,32,3,0.37
traj_000427,33,0,0.45
traj_000427,33,1,0.34
traj_000427,33,2,0.32
traj_000427,33,3,0.32
traj_000427,34,0,0.51
traj_000427,34,1,0.52
traj_000427,34,2,0.31
traj_000427,34,3,0.46
traj_000427,35,0,0.42
traj_000427,35,1,0.39
traj_000427,35,2,0.4
traj_000427,35,3,0.43
traj_000427,36,0,0.46
traj_000427,36,1,0.49
traj_000427,36,2,0.36
traj_000427,36,3,0.38
traj_000427,37,0,0.41
traj_000427,37,1,0.43
traj_000427,37,2,0.35
traj_000427,37,3,0.35
traj_000427,38,0,0.51
traj_000427,38,1,0.43
traj_000427,38,2,0.3
traj_000427,38,3,0.46
traj_000427,39,0,0.49
traj_000427,39,1,0.4
traj_000427,39,2,0.31
traj_000427,39,3,0.47
traj_000427,40,0,0.51
traj_000427,40,1,0.5
traj_000427,40,2,0.38
traj_000427,40,3,0.43
traj_000427,41,0,0.36
traj_000427,41,1,0.53
traj_000427,41,2,0.28
traj_000427,41,3,0.51
traj_000427,42,0,0.41
traj_000427,42,1,0.52
traj_000427,42,2,0.34
traj_000427,42,3,0.42
traj_000427,43,0,0.47
traj_000427,43,1,0.46
traj_000427,43,2,0.31
traj_000427,43,3,0.51
traj_000427,44,0,0.46
traj_000427,44,1,0.4
traj_000427,44,2,0.39
traj_000427,44,3,0.38
traj_000427,45,0,0.46
traj_000427,45,1,0.38
traj_000427,45,2,0.44
traj_000427,45,3,0.47
traj_000427,46,0,0.55
traj_000427,46,1,0.37
traj_000427,46,2,0.42
traj_000427,46,3,0.45
traj_000427,47,0,0.5
traj_000427,47,1,0.44
traj_000427,47,2,0.47
traj_000427,47,3,0.41
traj_000427,48,0,0.51
traj_000427,48,1,0.39
traj_000427,48,2,0.4
traj_000427,48,3,0.58
traj_000427,49,0,0.5
traj_000427,49,1,0.41
traj_000427,49,2,0.32
traj_000427,49,3,0.53
traj_000427,50,0,0.47
traj_000427,50,1,0.42
traj_000427,50,2,0.39
traj_000427,50,3,0.42
traj_000427,51,0,0.49
traj_000427,51,1,0.47
traj_000427,51,2,0.28
traj_000427,51,3,0.54
traj_000427,52,0,0.63
traj_000427,52,1,0.37
traj_000427,52,2,0.28
traj_000427,52,3,0.54
traj_000427,53,0,0.58
traj_000427,53,1,0.45
traj_000427,53,2,0.33
traj_000427,53,3,0.44
traj_000427,54,0,0.58
traj_000427,54,1,0.48
traj_000427,54,2,0.3
traj_000427,54,3,0.48
traj_000427,55,0,0.55
traj_000427,55,1,0.5
traj_000427,55,2,0.37
traj_000427,55,3,0.4
traj_000427,56,0,0.55
traj_000427,56,1,0.43
traj_000427,56,2,0.35
traj_000427,56,3,0.42
traj_000427,57,0,0.6
traj_000427,57,1,0.46
traj_000427,57,2,0.39
traj_000427,57,3,0.4
traj_000427,58,0,0.47
traj_000427,58,1,0.41
traj_000427,58,2,0.38
traj_000427,58,3,0.46
traj_000427,59,0,0.52
traj_000427,59,1,0.47
traj_000427,59,2,0.34
traj_000427,59,3,0.41
traj_000427,60,0,0.53
traj_000427,60,1,0.42
traj_000427,60,2,0.34
traj_000427,60,3,0.34
traj_000427,61,0,0.46
traj_000427,61,1,0.4
traj_000427,61,2,0.38
traj_000427,61,3,0.48
traj_000427,62,0,0.52
traj_000427,62,1,0.42
traj_000427,62,2,0.36
traj_000427,62,3,0.44
traj_000427,63,0,0.52
traj_000427,63,1,0.38
traj_000427,63,2,0.36
traj_000427,63,3,0.49
traj_000427,64,0,0.53
traj_000427,64,1,0.37
traj_000427,64,2,0.28
traj_000427,64,3,0.5
traj_000427,65,0,0.6
traj_000427,65,1,0.32
traj_000427,65,2,0.49
traj_000427,65,3,0.45
traj_000427,66,0,0.55
traj_000427,66,1,0.34
traj_000427,66,2,0.46
traj_000427,66,3,0.37
traj_000427,67,0,0.55
traj_000427,67,1,0.33
traj_000427,67,2,0.4
traj_000427,67,3,0.38
traj_000427,68,0,0.59
traj_000427,68,1,0.31
traj_000427,68,2,0.38
traj_000427,68,3,0.43
traj_000427,69,0,0.66
traj_000427,69,1,0.31
traj_000427,69,2,0.35
traj_000427,69,3,0.38
traj_000427,70,0,0.69
traj_000427,70,1,0.39
traj_000427,70,2,0.3
traj_000427,70,3,0.52
traj_000427,71,0,0.6
traj_000427,71,1,0.28
traj_000427,71,2,0.45
traj_000427,71,3,0.41
traj_000427,72,0,0.54
traj_000427,72,1,0.3
traj_000427,72,2,0.44
traj_000427,72,3,0.4
traj_000427,73,0,0.58
traj_000427,73,1,0.29
traj_000427,73,2,0.43
traj_000427,73,3,0.55
traj_000427,74,0,0.51
traj_000427,74,1,0.29
traj_000427,74,2,0.47
traj_000427,74,3,0.51
traj_000427,75,0,0.57
traj_000427,75,1,0.26
traj_000427,75,2,0.44
traj_000427,75,3,0.42
traj_000427,76,0,0.6
traj_000427,76,1,0.31
traj_000427,76,2,0.39
traj_000427,76,3,0.52
traj_000427,77,0,0.51
traj_000427,77,1,0.27
traj_000427,77,2,0.46
traj_000427,77,3,0.53
traj_000427,78,0,0.63
traj_000427,78,1,0.36
traj_000427,78,2,0.43
traj_000427,78,3,0.52
traj_000427,79,0,0.64
traj_000427,79,1,0.25
traj_000427,79,2,0.43
traj_000427,79,3,0.46
traj_000427,80,0,0.47
traj_000427,80,1,0.18
traj_000427,80,2,0.46
traj_000427,80,3,0.48
traj_000427,81,0,0.65
traj_000427,81,1,0.33
traj_000427,81,2,0.46
traj_000427,81,3,0.4
traj_000427,82,0,0.67
traj_000427,82,1,0.35
traj_000427,82,2,0.42
traj_000427,82,3,0.43
traj_000427,83,0,0.56
traj_000427,83,1,0.21
traj_000427,83,2,0.42
traj_000427,83,3,0.51
traj_000427,84,0,0.7
traj_000427,84,1,0.29
traj_000427,84,2,0.35
traj_000427,84,3,0.48
traj_000427,85,0,0.63
traj_000427,85,1,0.17
traj_000427,85,2,0.38
traj_000427,85,3,0.42
traj_000427,86,0,0.65
traj_000427,86,1,0.35
traj_000427,86,2,0.4
traj_000427,86,3,0.46
traj_000427,87,0,0.7
traj_000427,87,1,0.35
traj_000427,87,2,0.38
traj_000427,87,3,0.4
traj_000427,88,0,0.77
traj_000427,88,1,0.27
traj_000427,88,2,0.39
traj_000427,88,3,0.51
traj_000427,89,0,0.65
traj_000427,89,1,0.22
traj_000427,89,2,0.41
traj_000427,89,3,0.52
traj_000427,90,0,0.63
traj_000427,90,1,0.22
traj_000427,90,2,0.46
traj_000427,90,3,0.56
traj_000427,91,0,0.63
traj_000427,91,1,0.36
traj_000427,91,2,0.38
traj_000427,91,3,0.42
traj_000427,92,0,0.69
traj_000427,92,1,0.22
traj_000427,92,2,0.5
traj_000427,92,3,0.48
traj_000427,93,0,0.69
traj_000427,93,1,0.19
traj_000427,93,2,0.54
traj_000427,93,3,0.53
traj_000427,94,0,0.71
traj_000427,94,1,0.22
traj_000427,94,2,0.63
traj_000427,94,3,0.49
traj_000427,95,0,0.74
traj_000427,95,1,0.27
traj_000427,95,2,0.52
traj_000427,95,3,0.45
traj_000427,96,0,0.71
traj_000427,96,1,0.23
traj_000427,96,2,0.58
traj_000427,96,3,0.46
traj_000427,97,0,0.67
traj_000427,97,1,0.24
traj_000427,97,2,0.63
traj_000427,97,3,0.6
traj_000427,98,0,0.71
traj_000427,98,1,0.27
traj_000427,98,2,0.63
traj_000427,98,3,0.47
traj_000427,99,0,0.65
traj_000427,99,1,0.34
traj_000427,99,2,0.62
traj_000427,99,3,0.49
traj_000427,100,0,0.7
traj_000427,100,1,0.3
traj_000427,100,2,0.59
traj_000427,100,3,0.52
traj_000427,101,0,0.62
traj_000427,101,1,0.24
traj_000427,101,2,0.58
traj_000427,101,3,0.45
traj_000427,102,0,0.64
traj_000427,102,1,0.2
traj_000427,102,2,0.64
traj_000427,102,3,0.54
traj_000427,103,0,0.68
traj_000427,103,1,0.27
traj_000427,103,2,0.58
traj_000427,103,3,0.4
traj_000427,104,0,0.63
traj_000427,104,1,0.24
traj_000427,104,2,0.66
traj_000427,104,3,0.4
traj_000427,105,0,0.65
traj_000427,105,1,0.21
traj_000427,105,2,0.63
traj_000427,105,3,0.36
traj_000427,106,0,0.73
traj_000427,106,1,0.2
traj_000427,106,2,0.66
traj_000427,106,3,0.41
traj_000427,107,0,0.58
traj_000427,107,1,0.13
traj_000427,107,2,0.56
traj_000427,107,3,0.36
traj_000427,108,0,0.66
traj_000427,108,1,0.16
traj_000427,108,2,0.52
traj_000427,108,3,0.33
traj_000427,109,0,0.68
traj_000427,109,1,0.2
traj_000427,109,2,0.52
traj_000427,109,3,0.4
traj_000427,110,0,0.63
traj_000427,110,1,0.16
traj_000427,110,2,0.56
traj_000427,110,3,0.37
traj_000427,111,0,0.61
traj_000427,111,1,0.1
traj_000427,111,2,0.65
traj_000427,111,3,0.4
traj_000427,112,0,0.65
traj_000427,112,1,0.13
traj_000427,112,2,0.59
traj_000427,112,3,0.3
traj_000427,113,0,0.64
traj_000427,113,1,0.06
traj_000427,113,2,0.62
traj_000427,113,3,0.33
traj_000427,114,0,0.66
traj_000427,114,1,0.04
traj_000427,114,2,0.53
traj_000427,114,3,0.43
traj_000427,115,0,0.68
traj_000427,115,1,0.13
traj_000427,115,2,0.58
traj_000427,115,3,0.4
traj_000427,116,0,0.55
traj_000427,116,1,0.08
traj_000427,116,2,0.49
traj_000427,116,3,0.38
traj_000427,117,0,0.61
traj_000427,117,1,0.03
traj_000427,117,2,0.55
traj_000427,117,3,0.4
traj_000427,118,0,0.66
traj_000427,118,1,0.09
traj_000427,118,2,0.55
traj_000427,118,3,0.4
traj_000427,119,0,0.68
traj_000427,119,1,0.1
traj_000427,119,2,0.53
traj_000427,119,3,0.34
traj_000470,0,0,0.95
traj_000470,0,1,0.28
traj_000470,0,2,0.79
traj_000470,0,3,0.61
traj_000470,1,0,0.84
traj_000470,1,1,0.25
traj_000470,1,2,0.82
traj_000470,1,3,0.59
traj_000470,2,0,0.8
traj_000470,2,1,0.32
traj_000470,2,2,0.76
traj_000470,2,3,0.57
traj_000470,3,0,0.82
traj_000470,3,1,0.26
traj_000470,3,2,0.76
traj_000470,3,3,0.63
traj_000470,4,0,0.77
traj_000470,4,1,0.27
traj_000470,4,2,0.77
traj_000470,4,3,0.63
traj_000470,5,0,0.84
traj_000470,5,1,0.27
traj_000470,5,2,0.87
traj_000470,5,3,0.62
traj_000470,6,0,0.7
traj_000470,6,1,0.31
traj_000470,6,2,0.75
traj_000470,6,3,0.55
traj_000470,7,0,0.83
traj_000470,7,1,0.4
traj_000470,7,2,0.81
traj_000470,7,3,0.53
traj_000470,8,0,0.85
traj_000470,8,1,0.51
traj_000470,8,2,0.76
traj_000470,8,3,0.5
traj_000470,9,0,0.85
traj_000470,9,1,0.34
traj_000470,9,2,0.87
traj_000470,9,3,0.54
traj_000470,10,0,0.76
traj_000470,10,1,0.33
traj_000470,10,2,0.83
traj_000470,10,3,0.57
traj_000470,11,0,0.78
traj_000470,11,1,0.45
traj_000470,11,2,0.73
traj_000470,11,3,0.62
traj_000470,12,0,0.72
traj_000470,12,1,0.4
traj_000470,12,2,0.77
traj_000470,12,3,0.56
traj_000470,13,0,0.79
traj_000470,13,1,0.36
traj_000470,13,2,0.77
traj_000470,13,3,0.61
traj_000470,14,0,0.76
traj_000470,14,1,0.48
traj_000470,14,2,0.79
traj_000470,14,3,0.56
traj_000470,15,0,0.72
traj_000470,15,1,0.48
traj_000470,15,2,0.79
traj_000470,15,3,0.55
traj_000470,16,0,0.67
traj_000470,16,1,0.52
traj_000470,16,2,0.63
traj_000470,16,3,0.55
traj_000470,17,0,0.63
traj_000470,17,1,0.54
traj_000470,17,2,0.78
traj_000470,17,3,0.73
traj_000470,18,0,0.68
traj_000470,18,1,0.52
traj_000470,18,2,0.64
traj_000470,18,3,0.67
traj_000470,19,0,0.64
traj_000470,19,1,0.5
traj_000470,19,2,0.71
traj_000470,19,3,0.62
traj_000470,20,0,0.63
traj_000470,20,1,0.6
traj_000470,20,2,0.66
traj_000470,20,3,0.67
traj_000470,21,0,0.57
traj_000470,21,1,0.47
traj_000470,21,2,0.66
traj_000470,21,3,0.65
traj_000470,22,0,0.56
traj_000470,22,1,0.42
traj_000470,22,2,0.68
traj_000470,22,3,0.68
traj_000470,23,0,0.63
traj_000470,23,1,0.55
traj_000470,23,2,0.68
traj_000470,23,3,0.71
traj_000470,24,0,0.57
traj_000470,24,1,0.45
traj_000470,24,2,0.72
traj_000470,24,3,0.65
traj_000470,25,0,0.64
traj_000470,25,1,0.47
traj_000470,25,2,0.72
traj_000470,25,3,0.7
traj_000470,26,0,0.58
traj_000470,26,1,0.47
traj_000470,26,2,0.69
traj_000470,26,3,0.67
traj_000470,27,0,0.67
traj_000470,27,1,0.41
traj_000470,27,2,0.59
traj_000470,27,3,0.65
traj_000470,28,0,0.66
traj_000470,28,1,0.49
traj_000470,28,2,0.62
traj_000470,28,3,0.6
traj_000470,29,0,0.6
traj_000470,29,1,0.47
traj_000470,29,2,0.66
traj_000470,29,3,0.62
traj_000470,30,0,0.64
traj_000470,30,1,0.5
traj_000470,30,2,0.64
traj_000470,30,3,0.67
traj_000470,31,0,0.66
traj_000470,31,1,0.54
traj_000470,31,2,0.56
traj_000470,31,3,0.73
traj_000470,32,0,0.68
traj_000470,32,1,0.38
traj_000470,32,2,0.6
traj_000470,32,3,0.65
traj_000470,33,0,0.66
traj_000470,33,1,0.41
traj_000470,33,2,0.46
traj_000470,33,3,0.66
traj_000470,34,0,0.7
traj_000470,34,1,0.47
traj_000470,34,2,0.53
traj_000470,34,3,0.74
traj_000470,35,0,0.7
traj_000470,35,1,0.47
traj_000470,35,2,0.61
traj_000470,35,3,0.77
traj_000470,36,0,0.62
traj_000470,36,1,0.5
traj_000470,36,2,0.63
traj_000470,36,3,0.8
traj_000470,37,0,0.54
traj_000470,37,1,0.55
traj_000470,37,2,0.61
traj_000470,37,3,0.65
traj_000470,38,0,0.58
traj_000470,38,1,0.5
traj_000470,38,2,0.6
traj_000470,38,3,0.87
traj_000470,39,0,0.65
traj_000470,39,1,0.53
traj_000470,39,2,0.5
traj_000470,39,3,0.71
traj_000470,40,0,0.6
traj_000470,40,1,0.52
traj_000470,40,2,0.59
traj_000470,40,3,0.86
traj_000470,41,0,0.56
traj_000470,41,1,0.43
traj_000470,41,2,0.53
traj_000470,41,3,0.9
traj_000470,42,0,0.59
traj_000470,42,1,0.43
traj_000470,42,2,0.58
traj_000470,42,3,0.83
traj_000470,43,0,0.59
traj_000470,43,1,0.55
traj_000470,43,2,0.56
traj_000470,43,3,0.9
traj_000470,44,0,0.56
traj_000470,44,1,0.47
traj_000470,44,2,0.52
traj_000470,44,3,0.84
traj_000470,45,0,0.52
traj_000470,45,1,0.47
traj_000470,45,2,0.6
traj_000470,45,3,0.84
traj_000470,46,0,0.52
traj_000470,46,1,0.47
traj_000470,46,2,0.55
traj_000470,46,3,0.81
traj_000470,47,0,0.46
traj_000470,47,1,0.4
traj_000470,47,2,0.47
traj_000470,47,3,0.73
traj_000470,48,0,0.54
traj_000470,48,1,0.39
traj_000470,48,2,0.51
traj_000470,48,3,0.83
traj_000470,49,0,0.42
traj_000470,49,1,0.49
traj_000470,49,2,0.52
traj_000470,49,3,0.88
traj_000470,50,0,0.58
traj_000470,50,1,0.43
traj_000470,50,2,0.55
traj_000470,50,3,0.93
traj_000470,51,0,0.51
traj_000470,51,1,0.43
traj_000470,51,2,0.5
traj_000470,51,3,0.8
traj_000470,52,0,0.51
traj_000470,52,1,0.44
traj_000470,52,2,0.44
traj_000470,52,3,0.83
traj_000470,53,0,0.53
traj_000470,53,1,0.52
traj_000470,53,2,0.42
traj_000470,53,3,0.8
traj_000470,54,0,0.6
traj_000470,54,1,0.4
traj_000470,54,2,0.37
traj_000470,54,3,0.73
traj_000470,55,0,0.51
traj_000470,55,1,0.42
traj_000470,55,2,0.53
traj_000470,55,3,0.79
traj_000470,56,0,0.51
traj_000470,56,1,0.39
traj_000470,56,2,0.46
traj_000470,56,3,0.74
traj_000470,57,0,0.53
traj_000470,57,1,0.4
traj_000470,57,2,0.47
traj_000470,57,3,0.7
traj_000470,58,0,0.5
traj_000470,58,1,0.31
traj_000470,58,2,0.43
traj_000470,58,3,0.79
traj_000470,59,0,0.51
traj_000470,59,1,0.4
traj_000470,59,2,0.42
traj_000470,59,3,0.76
traj_000470,60,0,0.61
traj_000470,60,1,0.4
traj_000470,60,2,0.47
traj_000470,60,3,0.77
traj_000470,61,0,0.57
traj_000470,61,1,0.34
traj_000470,61,2,0.46
traj_000470,61,3,0.74
traj_000470,62,0,0.57
traj_000470,62,1,0.3
traj_000470,62,2,0.51
traj_000470,62,3,0.72
traj_000470,63,0,0.65
traj_000470,63,1,0.43
traj_000470,63,2,0.49
traj_000470,63,3,0.8
traj_000470,64,0,0.65
traj_000470,64,1,0.3
traj_000470,64,2,0.54
traj_000470,64,3,0.72
traj_000470,65,0,0.66
traj_000470,65,1,0.22
traj_000470,65,2,0.41
traj_000470,65,3,0.77
traj_000470,66,0,0.64
traj_000470,66,1,0.27
traj_000470,66,2,0.45
traj_000470,66,3,0.67
traj_000470,67,0,0.66
traj_000470,67,1,0.31
traj_000470,67,2,0.43
traj_000470,67,3,0.74
traj_000470,68,0,0.5
traj_000470,68,1,0.17
traj_000470,68,2,0.47
traj_000470,68,3,0.68
traj_000470,69,0,0.59
traj_000470,69,1,0.24
traj_000470,69,2,0.44
traj_000470,69,3,0.62
traj_000470,70,0,0.55
traj_000470,70,1,0.2
traj_000470,70,2,0.45
traj_000470,70,3,0.68
traj_000470,71,0,0.53
traj_000470,71,1,0.18
traj_000470,71,2,0.39
traj_000470,71,3,0.65
traj_000470,72,0,0.57
traj_000470,72,1,0.2
traj_000470,72,2,0.39
traj_000470,72,3,0.7
traj_000470,73,0,0.63
traj_000470,73,1,0.3
traj_000470,73,2,0.46
traj_000470,73,3,0.64
traj_000470,74,0,0.46
traj_000470,74,1,0.25
traj_000470,74,2,0.46
traj_000470,74,3,0.66
traj_000470,75,0,0.5
traj_000470,75,1,0.21
traj_000470,75,2,0.39
traj_000470,75,3,0.68
traj_000470,76,0,0.55
traj_000470,76,1,0.19
traj_000470,76,2,0.4
traj_000470,76,3,0.79
traj_000470,77,0,0.47
traj_000470,77,1,0.26
traj_000470,77,2,0.43
traj_000470,77,3,0.74
traj_000470,78,0,0.52
traj_000470,78,1,0.21
traj_000470,78,2,0.43
traj_000470,78,3,0.72
traj_000470,79,0,0.58
traj_000470,79,1,0.18
traj_000470,79,2,0.37
traj_000470,79,3,0.69
traj_000470,80,0,0.52
traj_000470,80,1,0.18
traj_000470,80,2,0.38
traj_000470,80,3,0.72
traj_000470,81,0,0.47
traj_000470,81,1,0.2
traj_000470,81,2,0.49
traj_000470,81,3,0.67
traj_000470,82,0,0.63
traj_000470,82,1,0.23
traj_000470,82,2,0.42
traj_000470,82,3,0.74
traj_000470,83,0,0.6
traj_000470,83,1,0.22
traj_000470,83,2,0.49
traj_000470,83,3,0.78
traj_000470,84,0,0.52
traj_000470,84,1,0.21
traj_000470,84,2,0.51
traj_000470,84,3,0.66
traj_000470,85,0,0.55
traj_000470,85,1,0.28
traj_000470,85,2,0.38
traj_000470,85,3,0.7
traj_000470,86,0,0.54
traj_000470,86,1,0.17
traj_000470,86,2,0.36
traj_000470,86,3,0.81
traj_000470,87,0,0.56
traj_000470,87,1,0.29
traj_000470,87,2,0.4
traj_000470,87,3,0.72
traj_000470,88,0,0.53
traj_000470,88,1,0.27
traj_000470,88,2,0.32
traj_000470,88,3,0.74
traj_000470,89,0,0.51
traj_000470,89,1,0.37
traj_000470,89,2,0.39
traj_000470,89,3,0.76
traj_000470,90,0,0.53
traj_000470,90,1,0.39
traj_000470,90,2,0.53
traj_000470,90,3,0.89
traj_000470,91,0,0.47
traj_000470,91,1,0.34
traj_000470,91,2,0.51
traj_000470,91,3,0.79
traj_000470,92,0,0.49
traj_000470,92,1,0.37
traj_000470,92,2,0.47
traj_000470,92,3,0.82
traj_000470,93,0,0.56
traj_000470,93,1,0.25
traj_000470,93,2,0.54
traj_000470,93,3,0.86
traj_000470,94,0,0.61
traj_000470,94,1,0.34
traj_000470,94,2,0.51
traj_000470,94,3,0.72
traj_000470,95,0,0.58
traj_000470,95,1,0.36
traj_000470,95,2,0.49
traj_000470,95,3,0.82
traj_000470,96,0,0.49
traj_000470,96,1,0.4
traj_000470,96,2,0.53
traj_000470,96,3,0.68
traj_000470,97,0,0.5
traj_000470,97,1,0.37
traj_000470,97,2,0.44
traj_000470,97,3,0.78
traj_000470,98,0,0.5
traj_000470,98,1,0.33
traj_000470,98,2,0.53
traj_000470,98,3,0.77
traj_000470,99,0,0.42
traj_000470,99,1,0.33
traj_000470,99,2,0.42
traj_000470,99,3,0.75
traj_000470,100,0,0.56
traj_000470,100,1,0.38
traj_000470,100,2,0.36
traj_000470,100,3,0.83
traj_000470,101,0,0.51
traj_000470,101,1,0.39
traj_000470,101,2,0.45
traj_000470,101,3,0.83
traj_000470,102,0,0.53
traj_000470,102,1,0.42
traj_000470,102,2,0.42
traj_000470,102,3,0.84
traj_000470,103,0,0.58
traj_000470,103,1,0.35
traj_000470,103,2,0.42
traj_000470,103,3,0.87
traj_000470,104,0,0.54
traj_000470,104,1,0.36
traj_000470,104,2,0.5
traj_000470,104,3,0.78
traj_000470,105,0,0.54
traj_000470,105,1,0.32
traj_000470,105,2,0.47
traj_000470,105,3,0.83
traj_000470,106,0,0.64
traj_000470,106,1,0.35
traj_000470,106,2,0.44
traj_000470,106,3,0.89
traj_000470,107,0,0.63
traj_000470,107,1,0.43
traj_000470,107,2,0.42
traj_000470,107,3,0.68
traj_000470,108,0,0.51
traj_000470,108,1,0.44
traj_000470,108,2,0.48
traj_000470,108,3,0.78
traj_000470,109,0,0.61
traj_000470,109,1,0.34
traj_000470,109,2,0.38
traj_000470,109,3,0.72
traj_000470,110,0,0.63
traj_000470,110,1,0.4
traj_000470,110,2,0.43
traj_000470,110,3,0.78
traj_000470,111,0,0.67
traj_000470,111,1,0.4
traj_000470,111,2,0.42
traj_000470,111,3,0.64
traj_000470,112,0,0.63
traj_000470,112,1,0.36
traj_000470,112,2,0.33
traj_000470,112,3,0.7
traj_000470,113,0,0.64
traj_000470,113,1,0.44
traj_000470,113,2,0.43
traj_000470,113,3,0.72
traj_000470,114,0,0.65
traj_000470,114,1,0.38
traj_000470,114,2,0.33
traj_000470,114,3,0.64
traj_000470,115,0,0.45
traj_000470,115,1,0.29
traj_000470,115,2,0.4
traj_000470,115,3,0.62
