subject_id,participant_id,trajectory_id,split,trial_id,response,feedback,reward_0,reward_1,reward_2,reward_3
subject_02,panel_009,panel_009,train,4,3,0.86,0.36,0.09,0.22,0.86
subject_02,panel_009,panel_009,train,5,3,0.9,0.41,0.06,0.17,0.9
subject_02,panel_009,panel_009,train,6,3,0.84,0.37,0.02,0.29,0.84
subject_02,panel_009,panel_009,train,7,3,0.86,0.33,0.05,0.15,0.86
subject_02,panel_009,panel_009,train,8,3,0.94,0.38,0.06,0.21,0.94
subject_02,panel_009,panel_009,train,9,3,0.82,0.42,0.04,0.24,0.82
subject_02,panel_009,panel_009,train,10,3,0.89,0.34,0.11,0.18,0.89
subject_02,panel_009,panel_009,train,11,3,0.88,0.36,0.03,0.25,0.88
subject_02,panel_009,panel_009,train,12,3,0.81,0.4,0.05,0.23,0.81
subject_02,panel_009,panel_009,train,13,3,0.81,0.41,0.01,0.29,0.81
subject_02,panel_009,panel_009,train,14,3,0.74,0.39,0.12,0.28,0.74
subject_02,panel_009,panel_009,train,15,3,0.74,0.48,0.06,0.2,0.74
subject_02,panel_009,panel_009,train,16,3,0.75,0.45,0.09,0.21,0.75
subject_02,panel_009,panel_009,train,17,3,0.68,0.35,0.15,0.26,0.68
subject_02,panel_009,panel_009,train,18,3,0.67,0.45,0.14,0.21,0.67
subject_02,panel_009,panel_009,train,19,3,0.63,0.43,0.15,0.11,0.63
subject_02,panel_009,panel_009,train,20,0,0.4,0.4,0.15,0.18,0.6
subject_02,panel_009,panel_009,train,21,3,0.69,0.38,0.14,0.19,0.69
subject_02,panel_009,panel_009,train,22,3,0.72,0.44,0.11,0.17,0.72
subject_02,panel_009,panel_009,train,23,3,0.71,0.3,0.17,0.19,0.71
subject_02,panel_009,panel_009,train,24,3,0.7,0.42,0.14,0.24,0.7
subject_02,panel_009,panel_009,train,25,3,0.6,0.41,0.16,0.29,0.6
subject_02,panel_009,panel_009,train,26,0,0.42,0.42,0.1,0.25,0.74
subject_02,panel_009,panel_009,train,27,3,0.63,0.37,0.18,0.2,0.63
subject_02,panel_009,panel_009,train,28,1,0.14,0.26,0.14,0.2,0.61
subject_02,panel_009,panel_009,train,29,2,0.2,0.22,0.22,0.2,0.73
subject_02,panel_009,panel_009,train,30,3,0.69,0.3,0.15,0.23,0.69
subject_02,panel_009,panel_009,train,31,3,0.72,0.3,0.16,0.18,0.72
subject_02,panel_009,panel_009,train,32,3,0.81,0.31,0.18,0.27,0.81
subject_02,panel_009,panel_009,train,33,3,0.83,0.36,0.14,0.22,0.83
subject_02,panel_009,panel_009,train,34,3,0.86,0.37,0.19,0.23,0.86
subject_02,panel_009,panel_009,train,35,3,0.76,0.33,0.28,0.28,0.76
subject_02,panel_009,panel_009,train,36,3,0.73,0.25,0.26,0.26,0.73
subject_02,panel_009,panel_009,train,37,3,0.79,0.36,0.29,0.28,0.79
subject_02,panel_009,panel_009,train,38,3,0.76,0.31,0.3,0.31,0.76
subject_02,panel_009,panel_009,train,39,3,0.7,0.24,0.33,0.33,0.7
subject_02,panel_009,panel_009,train,40,3,0.77,0.3,0.39,0.33,0.77
subject_02,panel_009,panel_009,train,41,3,0.74,0.23,0.34,0.36,0.74
subject_02,panel_009,panel_009,train,42,3,0.85,0.25,0.41,0.38,0.85
subject_02,panel_009,panel_009,train,43,3,0.76,0.23,0.31,0.34,0.76
subject_02,panel_009,panel_009,train,44,3,0.79,0.22,0.35,0.52,0.79
subject_02,panel_009,panel_009,train,45,3,0.74,0.24,0.38,0.3,0.74
subject_02,panel_009,panel_009,train,46,3,0.78,0.18,0.3,0.38,0.78
subject_02,panel_009,panel_009,train,47,3,0.76,0.29,0.29,0.3,0.76
subject_02,panel_009,panel_009,train,48,3,0.62,0.25,0.35,0.33,0.62
subject_02,panel_009,panel_009,train,49,3,0.75,0.17,0.37,0.41,0.75
subject_02,panel_009,panel_009,train,50,3,0.67,0.23,0.32,0.37,0.67
subject_02,panel_009,panel_009,train,51,3,0.69,0.19,0.34,0.42,0.69
subject_02,panel_009,panel_009,train,52,3,0.69,0.25,0.37,0.28,0.69
subject_02,panel_009,panel_009,train,53,3,0.71,0.16,0.35,0.35,0.71
subject_02,panel_009,panel_009,train,54,3,0.68,0.09,0.4,0.26,0.68
subject_02,panel_009,panel_009,train,55,3,0.69,0.18,0.41,0.35,0.69
subject_02,panel_009,panel_009,train,56,3,0.68,0.19,0.42,0.35,0.68
subject_02,panel_009,panel_009,train,57,3,0.66,0.15,0.36,0.31,0.66
subject_02,panel_009,panel_009,train,58,3,0.66,0.18,0.3,0.33,0.66
subject_02,panel_009,panel_009,train,59,3,0.65,0.17,0.35,0.32,0.65
subject_02,panel_009,panel_009,train,60,3,0.69,0.25,0.37,0.31,0.69
subject_02,panel_009,panel_009,train,61,3,0.55,0.2,0.42,0.31,0.55
subject_02,panel_009,panel_009,train,62,0,0.18,0.18,0.41,0.27,0.56
subject_02,panel_009,panel_009,train,63,3,0.54,0.05,0.4,0.24,0.54
subject_02,panel_009,panel_009,train,64,3,0.59,0.06,0.46,0.29,0.59
subject_02,panel_009,panel_009,train,65,3,0.66,0.13,0.43,0.34,0.66
subject_02,panel_009,panel_009,train,66,3,0.65,0.12,0.35,0.35,0.65
subject_02,panel_009,panel_009,train,67,3,0.58,0.06,0.45,0.43,0.58
subject_02,panel_009,panel_009,train,68,3,0.66,0.13,0.42,0.47,0.66
subject_02,panel_009,panel_009,train,69,3,0.78,0.14,0.43,0.45,0.78
subject_02,panel_009,panel_009,train,70,3,0.77,0.14,0.44,0.49,0.77
subject_02,panel_009,panel_009,train,71,3,0.73,0.13,0.41,0.51,0.73
subject_02,panel_009,panel_009,train,72,3,0.73,0.14,0.31,0.54,0.73
subject_02,panel_009,panel_009,train,73,3,0.76,0.12,0.36,0.56,0.76
subject_02,panel_009,panel_009,train,74,3,0.81,0.1,0.36,0.6,0.81
subject_02,panel_009,panel_009,train,75,3,0.85,0.15,0.29,0.51,0.85
subject_02,panel_009,panel_009,train,76,3,0.75,0.11,0.26,0.44,0.75
subject_02,panel_009,panel_009,train,77,3,0.8,0.09,0.24,0.41,0.8
subject_02,panel_009,panel_009,train,78,3,0.73,0.16,0.28,0.37,0.73
subject_02,panel_009,panel_009,train,79,3,0.77,0.16,0.26,0.45,0.77
subject_02,panel_009,panel_009,train,80,3,0.83,0.17,0.32,0.3,0.83
subject_02,panel_009,panel_009,train,81,3,0.87,0.23,0.3,0.4,0.87
subject_02,panel_009,panel_009,train,82,3,0.81,0.16,0.31,0.32,0.81
subject_02,panel_009,panel_009,train,83,3,0.81,0.21,0.31,0.41,0.81
subject_02,panel_009,panel_009,train,84,3,0.82,0.27,0.35,0.46,0.82
subject_02,panel_009,panel_009,train,85,3,0.89,0.26,0.33,0.51,0.89
subject_02,panel_009,panel_009,train,86,3,0.84,0.22,0.43,0.4,0.84
subject_02,panel_009,panel_009,train,87,3,0.84,0.21,0.28,0.42,0.84
subject_02,panel_009,panel_009,train,88,3,0.89,0.22,0.29,0.6,0.89
subject_02,panel_009,panel_009,train,89,3,0.86,0.28,0.35,0.53,0.86
subject_02,panel_009,panel_009,train,90,3,0.91,0.31,0.41,0.49,0.91
subject_02,panel_009,panel_009,train,91,3,0.84,0.34,0.39,0.54,0.84
subject_02,panel_009,panel_009,train,92,3,0.83,0.24,0.45,0.5,0.83
subject_02,panel_009,panel_009,train,93,3,0.82,0.31,0.5,0.53,0.82
subject_02,panel_009,panel_009,train,94,3,0.82,0.35,0.46,0.54,0.82
subject_02,panel_009,panel_009,train,95,3,0.84,0.35,0.38,0.53,0.84
subject_02,panel_009,panel_009,train,96,3,0.81,0.3,0.45,0.58,0.81
subject_02,panel_009,panel_009,train,97,3,0.77,0.28,0.43,0.58,0.77
subject_02,panel_009,panel_009,train,98,3,0.73,0.36,0.43,0.5,0.73
subject_02,panel_009,panel_009,train,99,3,0.74,0.38,0.36,0.64,0.74
subject_02,panel_009,panel_009,train,100,3,0.76,0.36,0.43,0.54,0.76
subject_02,panel_009,panel_009,train,101,3,0.77,0.36,0.44,0.52,0.77
subject_02,panel_009,panel_009,train,102,3,0.68,0.33,0.41,0.55,0.68
subject_02,panel_009,panel_009,train,103,3,0.73,0.2,0.38,0.55,0.73
subject_02,panel_009,panel_009,train,104,3,0.79,0.26,0.41,0.58,0.79
subject_02,panel_009,panel_009,train,105,3,0.61,0.08,0.47,0.55,0.61
subject_02,panel_009,panel_009,train,106,3,0.73,0.24,0.5,0.6,0.73
subject_02,panel_009,panel_009,train,107,3,0.67,0.24,0.51,0.54,0.67
subject_02,panel_009,panel_009,train,108,3,0.63,0.25,0.55,0.51,0.63
subject_02,panel_009,panel_009,train,109,3,0.66,0.22,0.6,0.48,0.66
subject_02,panel_009,panel_009,train,110,3,0.75,0.3,0.55,0.63,0.75
subject_02,panel_009,panel_009,train,111,3,0.75,0.24,0.53,0.57,0.75
subject_02,panel_009,panel_009,train,112,3,0.74,0.26,0.59,0.64,0.74
subject_02,panel_009,panel_009,train,113,3,0.75,0.31,0.53,0.54,0.75
subject_02,panel_009,panel_009,train,114,3,0.72,0.33,0.56,0.48,0.72
subject_02,panel_009,panel_009,train,115,3,0.7,0.46,0.67,0.64,0.7
subject_02,panel_009,panel_009,train,116,3,0.71,0.35,0.65,0.6,0.71
subject_02,panel_009,panel_009,train,117,3,0.7,0.41,0.56,0.66,0.7
subject_02,panel_009,panel_009,train,118,3,0.68,0.38,0.64,0.59,0.68
subject_02,panel_009,panel_009,train,119,3,0.75,0.39,0.61,0.56,0.75
subject_02,panel_010,panel_010,train,0,0,0.54,0.54,0.32,0.9,0.98
subject_02,panel_010,panel_010,train,1,2,0.8,0.52,0.27,0.8,0.98
subject_02,panel_010,panel_010,train,2,1,0.31,0.55,0.31,0.87,0.91
subject_02,panel_010,panel_010,train,3,3,0.85,0.55,0.26,0.93,0.85
subject_02,panel_010,panel_010,train,4,3,0.89,0.51,0.19,0.88,0.89
subject_02,panel_010,panel_010,train,5,3,0.87,0.47,0.19,0.88,0.87
subject_02,panel_010,panel_010,train,6,3,0.97,0.49,0.25,0.9,0.97
subject_02,panel_010,panel_010,train,7,3,0.89,0.6,0.28,0.83,0.89
subject_02,panel_010,panel_010,train,8,3,0.77,0.6,0.32,0.84,0.77
subject_02,panel_010,panel_010,train,9,3,0.79,0.56,0.25,0.87,0.79
subject_02,panel_010,panel_010,train,10,3,0.79,0.55,0.31,0.83,0.79
subject_02,panel_010,panel_010,train,11,3,0.8,0.46,0.27,0.84,0.8
subject_02,panel_010,panel_010,train,12,3,0.83,0.54,0.33,0.8,0.83
subject_02,panel_010,panel_010,train,13,3,0.73,0.48,0.35,0.83,0.73
subject_02,panel_010,panel_010,train,14,2,0.79,0.52,0.39,0.79,0.75
subject_02,panel_010,panel_010,train,15,2,0.81,0.47,0.4,0.81,0.79
subject_02,panel_010,panel_010,train,16,2,0.82,0.51,0.37,0.82,0.82
subject_02,panel_010,panel_010,train,17,2,0.86,0.38,0.31,0.86,0.63
subject_02,panel_010,panel_010,train,18,2,0.82,0.46,0.32,0.82,0.79
subject_02,panel_010,panel_010,train,19,2,0.78,0.44,0.36,0.78,0.67
subject_02,panel_010,panel_010,train,20,3,0.73,0.41,0.37,0.74,0.73
subject_02,panel_010,panel_010,train,21,2,0.78,0.41,0.34,0.78,0.7
subject_02,panel_010,panel_010,train,22,2,0.73,0.36,0.42,0.73,0.59
subject_02,panel_010,panel_010,train,23,2,0.71,0.35,0.47,0.71,0.68
subject_02,panel_010,panel_010,train,24,2,0.67,0.35,0.39,0.67,0.67
subject_02,panel_010,panel_010,train,25,3,0.59,0.46,0.46,0.76,0.59
subject_02,panel_010,panel_010,train,26,2,0.74,0.35,0.54,0.74,0.55
subject_02,panel_010,panel_010,train,27,2,0.73,0.37,0.55,0.73,0.6
subject_02,panel_010,panel_010,train,28,2,0.69,0.51,0.44,0.69,0.48
subject_02,panel_010,panel_010,train,29,2,0.66,0.46,0.47,0.66,0.55
subject_02,panel_010,panel_010,train,30,3,0.6,0.46,0.47,0.64,0.6
subject_02,panel_010,panel_010,train,31,2,0.71,0.39,0.46,0.71,0.57
subject_02,panel_010,panel_010,train,32,2,0.72,0.45,0.55,0.72,0.53
subject_02,panel_010,panel_010,train,33,2,0.65,0.5,0.49,0.65,0.58
subject_02,panel_010,panel_010,train,34,3,0.41,0.54,0.55,0.65,0.41
subject_02,panel_010,panel_010,train,35,1,0.42,0.42,0.42,0.63,0.49
subject_02,panel_010,panel_010,train,36,0,0.43,0.43,0.45,0.68,0.57
subject_02,panel_010,panel_010,train,37,2,0.69,0.41,0.49,0.69,0.5
subject_02,panel_010,panel_010,train,38,2,0.67,0.42,0.52,0.67,0.52
subject_02,panel_010,panel_010,train,39,2,0.61,0.46,0.5,0.61,0.6
subject_02,panel_010,panel_010,train,40,2,0.6,0.48,0.47,0.6,0.63
subject_02,panel_010,panel_010,train,41,2,0.67,0.46,0.43,0.67,0.53
subject_02,panel_010,panel_010,train,42,2,0.73,0.52,0.44,0.73,0.42
subject_02,panel_010,panel_010,train,43,2,0.68,0.4,0.4,0.68,0.52
subject_02,panel_010,panel_010,train,44,2,0.71,0.49,0.4,0.71,0.45
subject_02,panel_010,panel_010,train,45,2,0.66,0.5,0.31,0.66,0.44
subject_02,panel_010,panel_010,train,46,2,0.66,0.47,0.44,0.66,0.47
subject_02,panel_010,panel_010,train,47,2,0.78,0.54,0.39,0.78,0.5
subject_02,panel_010,panel_010,train,48,2,0.69,0.46,0.38,0.69,0.54
subject_02,panel_010,panel_010,train,49,3,0.5,0.45,0.32,0.71,0.5
subject_02,panel_010,panel_010,train,50,2,0.75,0.56,0.32,0.75,0.53
subject_02,panel_010,panel_010,train,51,2,0.7,0.52,0.34,0.7,0.46
subject_02,panel_010,panel_010,train,52,2,0.75,0.51,0.31,0.75,0.52
subject_02,panel_010,panel_010,train,53,2,0.72,0.55,0.3,0.72,0.47
subject_02,panel_010,panel_010,train,54,2,0.75,0.51,0.33,0.75,0.47
subject_02,panel_010,panel_010,train,55,2,0.76,0.47,0.48,0.76,0.42
subject_02,panel_010,panel_010,train,56,2,0.73,0.54,0.43,0.73,0.42
subject_02,panel_010,panel_010,train,57,2,0.79,0.55,0.37,0.79,0.39
subject_02,panel_010,panel_010,train,58,2,0.81,0.44,0.4,0.81,0.31
subject_02,panel_010,panel_010,train,59,2,0.78,0.48,0.36,0.78,0.31
subject_02,panel_010,panel_010,train,60,2,0.69,0.48,0.42,0.69,0.39
subject_02,panel_010,panel_010,train,61,3,0.38,0.47,0.44,0.71,0.38
subject_02,panel_010,panel_010,train,62,2,0.68,0.45,0.46,0.68,0.41
subject_02,panel_010,panel_010,train,63,2,0.67,0.47,0.44,0.67,0.42
subject_02,panel_010,panel_010,train,64,2,0.59,0.43,0.46,0.59,0.35
subject_02,panel_010,panel_010,train,65,2,0.68,0.5,0.36,0.68,0.3
subject_02,panel_010,panel_010,train,66,1,0.34,0.45,0.34,0.62,0.38
subject_02,panel_010,panel_010,train,67,2,0.65,0.47,0.34,0.65,0.41
subject_02,panel_010,panel_010,train,68,2,0.64,0.35,0.41,0.64,0.39
subject_02,panel_010,panel_010,train,69,2,0.58,0.36,0.5,0.58,0.47
subject_02,panel_010,panel_010,train,70,3,0.43,0.37,0.41,0.54,0.43
subject_02,panel_010,panel_010,train,71,2,0.62,0.32,0.41,0.62,0.35
subject_02,panel_010,panel_010,train,72,2,0.71,0.41,0.47,0.71,0.46
subject_02,panel_010,panel_010,train,73,2,0.54,0.45,0.55,0.54,0.46
subject_02,panel_010,panel_010,train,74,2,0.51,0.44,0.52,0.51,0.5
subject_02,panel_010,panel_010,train,75,3,0.47,0.32,0.45,0.6,0.47
subject_02,panel_010,panel_010,train,76,1,0.5,0.37,0.5,0.66,0.33
subject_02,panel_010,panel_010,train,77,2,0.61,0.41,0.46,0.61,0.26
subject_02,panel_010,panel_010,train,78,2,0.6,0.3,0.42,0.6,0.3
subject_02,panel_010,panel_010,train,79,2,0.69,0.3,0.41,0.69,0.32
subject_02,panel_010,panel_010,train,80,2,0.57,0.26,0.52,0.57,0.34
subject_02,panel_010,panel_010,train,81,2,0.63,0.22,0.53,0.63,0.33
subject_02,panel_010,panel_010,train,82,2,0.6,0.27,0.57,0.6,0.2
subject_02,panel_010,panel_010,train,83,2,0.57,0.37,0.53,0.57,0.25
subject_02,panel_010,panel_010,train,84,2,0.69,0.24,0.5,0.69,0.31
subject_02,panel_010,panel_010,train,85,2,0.73,0.25,0.6,0.73,0.28
subject_02,panel_010,panel_010,train,86,2,0.65,0.34,0.58,0.65,0.21
subject_02,panel_010,panel_010,train,87,2,0.59,0.36,0.72,0.59,0.33
subject_02,panel_010,panel_010,train,88,2,0.55,0.37,0.55,0.55,0.31
subject_02,panel_010,panel_010,train,89,2,0.62,0.35,0.58,0.62,0.22
subject_02,panel_010,panel_010,train,90,2,0.61,0.3,0.63,0.61,0.3
subject_02,panel_010,panel_010,train,91,3,0.26,0.42,0.68,0.55,0.26
subject_02,panel_010,panel_010,train,92,2,0.57,0.4,0.63,0.57,0.22
subject_02,panel_010,panel_010,train,93,2,0.56,0.37,0.65,0.56,0.23
subject_02,panel_010,panel_010,train,94,2,0.52,0.33,0.55,0.52,0.27
subject_02,panel_010,panel_010,train,95,2,0.52,0.45,0.71,0.52,0.18
subject_02,panel_010,panel_010,train,96,1,0.58,0.4,0.58,0.52,0.22
subject_02,panel_010,panel_010,train,97,1,0.62,0.45,0.62,0.52,0.18
subject_02,panel_010,panel_010,train,98,1,0.56,0.43,0.56,0.42,0.24
subject_02,panel_010,panel_010,train,99,1,0.69,0.39,0.69,0.52,0.24
subject_02,panel_010,panel_010,train,100,1,0.68,0.44,0.68,0.52,0.24
subject_02,panel_010,panel_010,train,101,1,0.63,0.38,0.63,0.48,0.19
subject_02,panel_010,panel_010,train,102,2,0.48,0.52,0.59,0.48,0.22
subject_02,panel_010,panel_010,train,103,1,0.57,0.52,0.57,0.48,0.22
subject_02,panel_010,panel_010,train,104,1,0.5,0.58,0.5,0.49,0.27
subject_02,panel_010,panel_010,train,105,0,0.44,0.44,0.52,0.41,0.27
subject_02,panel_010,panel_010,train,106,1,0.56,0.41,0.56,0.53,0.27
subject_02,panel_010,panel_010,train,107,2,0.49,0.41,0.53,0.49,0.23
subject_02,panel_010,panel_010,train,108,1,0.56,0.42,0.56,0.51,0.28
subject_02,panel_010,panel_010,train,109,1,0.66,0.44,0.66,0.57,0.3
subject_02,panel_010,panel_010,train,110,1,0.58,0.44,0.58,0.54,0.34
subject_02,panel_010,panel_010,train,111,3,0.41,0.51,0.6,0.59,0.41
subject_02,panel_010,panel_010,train,112,1,0.63,0.48,0.63,0.54,0.45
subject_02,panel_010,panel_010,train,113,1,0.58,0.47,0.58,0.6,0.45
subject_02,panel_010,panel_010,train,114,2,0.55,0.49,0.63,0.55,0.41
subject_02,panel_010,panel_010,train,115,2,0.64,0.42,0.61,0.64,0.39
subject_02,panel_010,panel_010,train,116,2,0.59,0.49,0.62,0.59,0.39
subject_02,panel_010,panel_010,train,117,2,0.52,0.44,0.64,0.52,0.33
subject_02,panel_010,panel_010,train,118,1,0.74,0.47,0.74,0.61,0.38
subject_02,panel_010,panel_010,train,119,1,0.63,0.43,0.63,0.59,0.42
subject_02,panel_011,panel_011,heldout,0,2,0.66,0.52,0.75,0.66,0.74
subject_02,panel_011,panel_011,heldout,1,3,0.74,0.51,0.69,0.55,0.74
subject_02,panel_011,panel_011,heldout,2,1,0.71,0.44,0.71,0.62,0.79
subject_02,panel_011,panel_011,heldout,3,0,0.55,0.55,0.76,0.7,0.71
subject_02,panel_011,panel_011,heldout,4,1,0.74,0.53,0.74,0.66,0.81
subject_02,panel_011,panel_011,heldout,5,3,0.81,0.53,0.83,0.67,0.81
subject_02,panel_011,panel_011,heldout,6,2,0.65,0.59,0.89,0.65,0.88
subject_02,panel_011,panel_011,heldout,7,3,0.88,0.46,0.8,0.68,0.88
subject_02,panel_011,panel_011,heldout,8,3,0.85,0.43,0.75,0.73,0.85
subject_02,panel_011,panel_011,heldout,9,3,0.86,0.5,0.72,0.67,0.86
subject_02,panel_011,panel_011,heldout,10,3,0.84,0.42,0.72,0.69,0.84
subject_02,panel_011,panel_011,heldout,11,3,0.79,0.5,0.77,0.66,0.79
subject_02,panel_011,panel_011,heldout,12,3,0.89,0.5,0.78,0.54,0.89
subject_02,panel_011,panel_011,heldout,13,3,0.89,0.43,0.73,0.62,0.89
subject_02,panel_011,panel_011,heldout,14,3,0.88,0.42,0.62,0.56,0.88
subject_02,panel_011,panel_011,heldout,15,3,0.79,0.51,0.63,0.72,0.79
subject_02,panel_011,panel_011,heldout,16,3,0.88,0.54,0.67,0.63,0.88
subject_02,panel_011,panel_011,heldout,17,3,0.94,0.56,0.64,0.67,0.94
subject_02,panel_011,panel_011,heldout,18,3,0.86,0.54,0.73,0.6,0.86
subject_02,panel_011,panel_011,heldout,19,3,0.85,0.53,0.61,0.71,0.85
subject_02,panel_011,panel_011,heldout,20,3,0.86,0.56,0.62,0.72,0.86
subject_02,panel_011,panel_011,heldout,21,3,0.93,0.51,0.71,0.71,0.93
subject_02,panel_011,panel_011,heldout,22,3,1.0,0.51,0.68,0.78,1.0
subject_02,panel_011,panel_011,heldout,23,3,0.94,0.5,0.67,0.73,0.94
subject_02,panel_011,panel_011,heldout,24,3,0.9,0.56,0.58,0.75,0.9
subject_02,panel_011,panel_011,heldout,25,3,0.89,0.54,0.63,0.74,0.89
subject_02,panel_011,panel_011,heldout,26,3,1.0,0.45,0.58,0.71,1.0
subject_02,panel_011,panel_011,heldout,27,3,0.99,0.54,0.6,0.68,0.99
subject_02,panel_011,panel_011,heldout,28,3,0.85,0.56,0.66,0.79,0.85
subject_02,panel_011,panel_011,heldout,29,3,0.96,0.51,0.67,0.77,0.96
subject_02,panel_011,panel_011,heldout,30,3,0.93,0.39,0.61,0.75,0.93
subject_02,panel_011,panel_011,heldout,31,3,1.0,0.33,0.53,0.8,1.0
subject_02,panel_011,panel_011,heldout,32,3,0.98,0.39,0.5,0.7,0.98
subject_02,panel_011,panel_011,heldout,33,3,0.93,0.39,0.5,0.72,0.93
subject_02,panel_011,panel_011,heldout,34,3,0.85,0.34,0.49,0.73,0.85
subject_02,panel_011,panel_011,heldout,35,3,0.9,0.43,0.55,0.65,0.9
subject_02,panel_011,panel_011,heldout,36,3,0.97,0.44,0.48,0.68,0.97
subject_02,panel_011,panel_011,heldout,37,3,0.82,0.43,0.5,0.69,0.82
subject_02,panel_011,panel_011,heldout,38,3,0.9,0.41,0.5,0.77,0.9
subject_02,panel_011,panel_011,heldout,39,3,0.92,0.43,0.45,0.68,0.92
subject_02,panel_011,panel_011,heldout,40,3,0.96,0.43,0.51,0.71,0.96
subject_02,panel_011,panel_011,heldout,41,3,0.76,0.42,0.47,0.64,0.76
subject_02,panel_011,panel_011,heldout,42,1,0.51,0.3,0.51,0.6,0.9
subject_02,panel_011,panel_011,heldout,43,3,0.97,0.37,0.41,0.65,0.97
subject_02,panel_011,panel_011,heldout,44,3,0.99,0.46,0.36,0.76,0.99
subject_02,panel_011,panel_011,heldout,45,3,0.97,0.34,0.4,0.73,0.97
subject_02,panel_011,panel_011,heldout,46,3,0.93,0.36,0.5,0.65,0.93
subject_02,panel_011,panel_011,heldout,47,3,0.95,0.41,0.47,0.69,0.95
subject_02,panel_011,panel_011,heldout,48,3,0.88,0.35,0.49,0.66,0.88
subject_02,panel_011,panel_011,heldout,49,3,0.88,0.39,0.37,0.67,0.88
subject_02,panel_011,panel_011,heldout,50,3,0.95,0.25,0.51,0.77,0.95
subject_02,panel_011,panel_011,heldout,51,3,0.94,0.33,0.47,0.76,0.94
subject_02,panel_011,panel_011,heldout,52,3,0.99,0.32,0.52,0.7,0.99
subject_02,panel_011,panel_011,heldout,53,3,0.96,0.27,0.33,0.75,0.96
subject_02,panel_011,panel_011,heldout,54,3,0.88,0.33,0.42,0.71,0.88
subject_02,panel_011,panel_011,heldout,55,3,0.88,0.34,0.4,0.68,0.88
subject_02,panel_011,panel_011,heldout,56,3,0.83,0.26,0.39,0.65,0.83
subject_02,panel_011,panel_011,heldout,57,3,0.87,0.24,0.5,0.64,0.87
subject_02,panel_011,panel_011,heldout,58,3,0.85,0.26,0.43,0.7,0.85
subject_02,panel_011,panel_011,heldout,59,3,0.82,0.31,0.51,0.64,0.82
subject_02,panel_011,panel_011,heldout,60,3,0.88,0.22,0.53,0.69,0.88
subject_02,panel_011,panel_011,heldout,61,2,0.66,0.23,0.4,0.66,0.8
subject_02,panel_011,panel_011,heldout,62,0,0.1,0.1,0.4,0.62,0.95
subject_02,panel_011,panel_011,heldout,63,3,0.8,0.18,0.38,0.66,0.8
subject_02,panel_011,panel_011,heldout,64,3,0.8,0.14,0.42,0.64,0.8
subject_02,panel_011,panel_011,heldout,65,3,0.85,0.17,0.38,0.61,0.85
subject_02,panel_011,panel_011,heldout,66,3,0.85,0.23,0.39,0.62,0.85
subject_02,panel_011,panel_011,heldout,67,3,0.82,0.22,0.49,0.56,0.82
subject_02,panel_011,panel_011,heldout,68,3,0.79,0.1,0.38,0.59,0.79
subject_02,panel_011,panel_011,heldout,69,3,0.75,0.06,0.47,0.56,0.75
subject_02,panel_011,panel_011,heldout,70,3,0.8,0.12,0.49,0.56,0.8
subject_02,panel_011,panel_011,heldout,71,3,0.78,0.03,0.47,0.61,0.78
subject_02,panel_011,panel_011,heldout,72,3,0.85,0.12,0.5,0.54,0.85
subject_02,panel_011,panel_011,heldout,73,3,0.87,0.05,0.6,0.57,0.87
subject_02,panel_011,panel_011,heldout,74,3,0.84,0.02,0.45,0.45,0.84
subject_02,panel_011,panel_011,heldout,75,3,0.74,0.02,0.49,0.47,0.74
subject_02,panel_011,panel_011,heldout,76,3,0.87,0.09,0.46,0.42,0.87
subject_02,panel_011,panel_011,heldout,77,1,0.43,0.03,0.43,0.35,0.82
subject_02,panel_011,panel_011,heldout,78,3,0.8,0.12,0.45,0.46,0.8
subject_02,panel_011,panel_011,heldout,79,3,0.72,0.08,0.42,0.36,0.72
subject_02,panel_011,panel_011,heldout,80,3,0.64,0.13,0.43,0.37,0.64
subject_02,panel_011,panel_011,heldout,81,3,0.63,0.07,0.4,0.46,0.63
subject_02,panel_011,panel_011,heldout,82,3,0.56,0.13,0.36,0.37,0.56
subject_02,panel_011,panel_011,heldout,83,2,0.44,0.18,0.34,0.44,0.57
subject_02,panel_011,panel_011,heldout,84,3,0.62,0.25,0.37,0.58,0.62
subject_02,panel_011,panel_011,heldout,85,3,0.62,0.15,0.39,0.44,0.62
subject_02,panel_011,panel_011,heldout,86,3,0.75,0.19,0.35,0.6,0.75
subject_02,panel_011,panel_011,heldout,87,3,0.7,0.2,0.37,0.61,0.7
subject_02,panel_011,panel_011,heldout,88,3,0.75,0.16,0.33,0.57,0.75
subject_02,panel_011,panel_011,heldout,89,3,0.61,0.18,0.3,0.57,0.61
subject_02,panel_011,panel_011,heldout,90,3,0.57,0.16,0.27,0.57,0.57
subject_02,panel_011,panel_011,heldout,91,2,0.52,0.17,0.31,0.52,0.54
subject_02,panel_011,panel_011,heldout,92,1,0.31,0.17,0.31,0.57,0.58
subject_02,panel_011,panel_011,heldout,93,0,0.13,0.13,0.37,0.57,0.5
subject_02,panel_011,panel_011,heldout,94,3,0.54,0.22,0.34,0.62,0.54
subject_02,panel_011,panel_011,heldout,95,3,0.52,0.1,0.34,0.7,0.52
subject_02,panel_011,panel_011,heldout,96,3,0.45,0.21,0.38,0.59,0.45
subject_02,panel_011,panel_011,heldout,97,2,0.64,0.2,0.31,0.64,0.49
subject_02,panel_011,panel_011,heldout,98,2,0.64,0.24,0.34,0.64,0.52
